id,proc,AUC
0,MNISTCountAggregationComplaintProcessor,0.9331951530612245
1,MNISTCountAggregationComplaintProcessor,0.9765693102871383
2,MNISTCountAggregationComplaintProcessor,0.9775838705183569
3,MNISTCountAggregationComplaintProcessor,0.9581558005001866
